time;Parameter;AverageValue;Layer
2017-05-03 09:11:00;Klorofyl a;5.76;Bottom
2017-05-03 09:11:00;Klorofyl a;5.42;Surface
2017-05-03 09:11:00;Nitrit+nitrat-N;96.0;Bottom
2017-05-03 09:11:00;Nitrit+nitrat-N;160.0;Surface
2017-05-03 09:11:00;Nitrogen,total N;560.7475942;Bottom
2017-05-03 09:11:00;Nitrogen,total N;601.1314392;Surface
2017-05-03 09:11:00;Ortho-phosphat-P;1.4;Bottom
2017-05-03 09:11:00;Ortho-phosphat-P;1.4;Surface
2017-05-03 09:11:00;Oxygen indhold;10.53;Surface
2017-05-03 09:11:00;Phosphor, total-P;59.0;Bottom
2017-05-03 09:11:00;Phosphor, total-P;38.0;Surface
2017-05-15 09:13:00;Ammoniak+ammonium-N;3.6;Bottom
2017-05-15 09:13:00;Ammoniak+ammonium-N;13.0;Surface
2017-05-15 09:13:00;Klorofyl a;15.25;Bottom
2017-05-15 09:13:00;Klorofyl a;5.68;Surface
2017-05-15 09:13:00;Nitrit+nitrat-N;1.5;Bottom
2017-05-15 09:13:00;Nitrit+nitrat-N;39.0;Surface
2017-05-15 09:13:00;Nitrogen,total N;425.2806911;Bottom
2017-05-15 09:13:00;Nitrogen,total N;494.9939698;Surface
2017-05-15 09:13:00;Ortho-phosphat-P;1.0;Bottom
2017-05-15 09:13:00;Ortho-phosphat-P;1.2;Surface
2017-05-15 09:13:00;Oxygen indhold;11.05;Surface
2017-05-15 09:13:00;Phosphor, total-P;54.0;Bottom
2017-05-15 09:13:00;Phosphor, total-P;23.0;Surface
2017-06-06 09:40:00;Ammoniak+ammonium-N;110.0;Bottom
2017-06-06 09:40:00;Ammoniak+ammonium-N;15.0;Surface
2017-06-06 09:40:00;Klorofyl a;9.16;Bottom
2017-06-06 09:40:00;Klorofyl a;9.52;Surface
2017-06-06 09:40:00;Nitrit+nitrat-N;8.4;Bottom
2017-06-06 09:40:00;Nitrit+nitrat-N;7.5;Surface
2017-06-06 09:40:00;Nitrogen,total N;561.2911724;Bottom
2017-06-06 09:40:00;Nitrogen,total N;538.6206757;Surface
2017-06-06 09:40:00;Ortho-phosphat-P;15.0;Bottom
2017-06-06 09:40:00;Ortho-phosphat-P;3.4;Surface
2017-06-06 09:40:00;Oxygen indhold;5.75;Bottom
2017-06-06 09:40:00;Oxygen indhold;8.23;Surface
2017-06-06 09:40:00;Phosphor, total-P;49.0;Bottom
2017-06-06 09:40:00;Phosphor, total-P;36.0;Surface
2017-06-19 09:56:00;Ammoniak+ammonium-N;10.0;Bottom
2017-06-19 09:56:00;Ammoniak+ammonium-N;4.3;Surface
2017-06-19 09:56:00;Klorofyl a;26.0;Bottom
2017-06-19 09:56:00;Klorofyl a;24.3;Surface
2017-06-19 09:56:00;Nitrit+nitrat-N;1.5;Bottom
2017-06-19 09:56:00;Nitrit+nitrat-N;1.5;Surface
2017-06-19 09:56:00;Nitrogen,total N;773.0522165;Bottom
2017-06-19 09:56:00;Nitrogen,total N;691.3427512;Surface
2017-06-19 09:56:00;Ortho-phosphat-P;2.3;Bottom
2017-06-19 09:56:00;Ortho-phosphat-P;2.2;Surface
2017-06-19 09:56:00;Oxygen indhold;9.18;Surface
2017-06-19 09:56:00;Phosphor, total-P;69.0;Bottom
2017-06-19 09:56:00;Phosphor, total-P;59.0;Surface
2017-07-03 10:00:00;Ammoniak+ammonium-N;72.0;Bottom
2017-07-03 10:00:00;Ammoniak+ammonium-N;72.0;Surface
2017-07-03 10:00:00;Klorofyl a;9.59;Bottom
2017-07-03 10:00:00;Klorofyl a;9.88;Surface
2017-07-03 10:00:00;Nitrit+nitrat-N;18.0;Bottom
2017-07-03 10:00:00;Nitrit+nitrat-N;18.0;Surface
2017-07-03 10:00:00;Nitrogen,total N;552.2603946;Bottom
2017-07-03 10:00:00;Nitrogen,total N;552.9812048;Surface
2017-07-03 10:00:00;Ortho-phosphat-P;12.0;Bottom
2017-07-03 10:00:00;Ortho-phosphat-P;12.0;Surface
2017-07-03 10:00:00;Oxygen indhold;7.66;Surface
2017-07-03 10:00:00;Phosphor, total-P;52.0;Bottom
2017-07-03 10:00:00;Phosphor, total-P;45.0;Surface
2017-07-24 09:55:00;Ammoniak+ammonium-N;24.0;Bottom
2017-07-24 09:55:00;Ammoniak+ammonium-N;8.9;Surface
2017-07-24 09:55:00;Klorofyl a;4.65;Bottom
2017-07-24 09:55:00;Klorofyl a;35.7;Surface
2017-07-24 09:55:00;Nitrit+nitrat-N;4.6;Bottom
2017-07-24 09:55:00;Nitrit+nitrat-N;1.5;Surface
2017-07-24 09:55:00;Nitrogen,total N;516.03821;Bottom
2017-07-24 09:55:00;Nitrogen,total N;715.0221133;Surface
2017-07-24 09:55:00;Ortho-phosphat-P;21.0;Bottom
2017-07-24 09:55:00;Ortho-phosphat-P;14.0;Surface
2017-07-24 09:55:00;Oxygen indhold;5.87;Bottom
2017-07-24 09:55:00;Oxygen indhold;9.13;Surface
2017-07-24 09:55:00;Phosphor, total-P;57.0;Bottom
2017-07-24 09:55:00;Phosphor, total-P;99.0;Surface
2017-08-07 10:38:00;Ammoniak+ammonium-N;18.0;Bottom
2017-08-07 10:38:00;Ammoniak+ammonium-N;9.8;Surface
2017-08-07 10:38:00;Klorofyl a;11.1;Bottom
2017-08-07 10:38:00;Klorofyl a;9.16;Surface
2017-08-07 10:38:00;Nitrit+nitrat-N;3.0;Bottom
2017-08-07 10:38:00;Nitrit+nitrat-N;2.1;Surface
2017-08-07 10:38:00;Nitrogen,total N;453.4100518;Bottom
2017-08-07 10:38:00;Nitrogen,total N;438.7797057;Surface
2017-08-07 10:38:00;Ortho-phosphat-P;33.0;Bottom
2017-08-07 10:38:00;Ortho-phosphat-P;32.0;Surface
2017-08-07 10:38:00;Oxygen indhold;6.84;Surface
2017-08-07 10:38:00;Phosphor, total-P;78.0;Bottom
2017-08-07 10:38:00;Phosphor, total-P;73.0;Surface
2017-08-16 09:22:00;Ammoniak+ammonium-N;15.0;Bottom
2017-08-16 09:22:00;Ammoniak+ammonium-N;11.0;Surface
2017-08-16 09:22:00;Klorofyl a;5.28;Bottom
2017-08-16 09:22:00;Klorofyl a;37.2;Surface
2017-08-16 09:22:00;Nitrit+nitrat-N;1.5;Bottom
2017-08-16 09:22:00;Nitrit+nitrat-N;1.5;Surface
2017-08-16 09:22:00;Nitrogen,total N;477.4118548;Bottom
2017-08-16 09:22:00;Nitrogen,total N;644.2600498;Surface
2017-08-16 09:22:00;Ortho-phosphat-P;27.0;Bottom
2017-08-16 09:22:00;Ortho-phosphat-P;32.0;Surface
2017-08-16 09:22:00;Oxygen indhold;5.21;Bottom
2017-08-16 09:22:00;Oxygen indhold;8.74;Surface
2017-08-16 09:22:00;Phosphor, total-P;62.0;Bottom
2017-08-16 09:22:00;Phosphor, total-P;110.0;Surface
2017-08-28 09:26:00;Ammoniak+ammonium-N;12.0;Bottom
2017-08-28 09:26:00;Ammoniak+ammonium-N;7.1;Surface
2017-08-28 09:26:00;Klorofyl a;14.75;Bottom
2017-08-28 09:26:00;Klorofyl a;61.8;Surface
2017-08-28 09:26:00;Nitrit+nitrat-N;1.5;Bottom
2017-08-28 09:26:00;Nitrit+nitrat-N;1.5;Surface
2017-08-28 09:26:00;Nitrogen,total N;533.0174064;Bottom
2017-08-28 09:26:00;Nitrogen,total N;663.1393068;Surface
2017-08-28 09:26:00;Ortho-phosphat-P;55.0;Bottom
2017-08-28 09:26:00;Ortho-phosphat-P;20.0;Surface
2017-08-28 09:26:00;Oxygen indhold;1.76;Bottom
2017-08-28 09:26:00;Oxygen indhold;9.93;Surface
2017-08-28 09:26:00;Phosphor, total-P;100.0;Bottom
2017-08-28 09:26:00;Phosphor, total-P;110.0;Surface
2017-09-12 09:19:00;Ammoniak+ammonium-N;38.0;Bottom
2017-09-12 09:19:00;Ammoniak+ammonium-N;7.4;Surface
2017-09-12 09:19:00;Klorofyl a;3.02;Bottom
2017-09-12 09:19:00;Klorofyl a;35.5;Surface
2017-09-12 09:19:00;Nitrit+nitrat-N;2.6;Bottom
2017-09-12 09:19:00;Nitrit+nitrat-N;3.2;Surface
2017-09-12 09:19:00;Nitrogen,total N;364.4894313;Bottom
2017-09-12 09:19:00;Nitrogen,total N;720.9521687;Surface
2017-09-12 09:19:00;Ortho-phosphat-P;37.0;Bottom
2017-09-12 09:19:00;Ortho-phosphat-P;52.0;Surface
2017-09-12 09:19:00;Oxygen indhold;2.97;Bottom
2017-09-12 09:19:00;Oxygen indhold;6.93;Surface
2017-09-12 09:19:00;Phosphor, total-P;72.0;Bottom
2017-09-12 09:19:00;Phosphor, total-P;140.0;Surface
2017-10-03 09:34:00;Ammoniak+ammonium-N;63.0;Bottom
2017-10-03 09:34:00;Ammoniak+ammonium-N;65.0;Surface
2017-10-03 09:34:00;Klorofyl a;12.755;Bottom
2017-10-03 09:34:00;Klorofyl a;15.9;Surface
2017-10-03 09:34:00;Nitrit+nitrat-N;8.0;Bottom
2017-10-03 09:34:00;Nitrit+nitrat-N;45.0;Surface
2017-10-03 09:34:00;Nitrogen,total N;472.27043;Bottom
2017-10-03 09:34:00;Nitrogen,total N;557.6318557;Surface
2017-10-03 09:34:00;Ortho-phosphat-P;30.0;Bottom
2017-10-03 09:34:00;Ortho-phosphat-P;44.0;Surface
2017-10-03 09:34:00;Oxygen indhold;3.76;Bottom
2017-10-03 09:34:00;Oxygen indhold;7.29;Surface
2017-10-03 09:34:00;Phosphor, total-P;67.0;Bottom
2017-10-03 09:34:00;Phosphor, total-P;94.0;Surface
2017-10-18 09:32:00;Ammoniak+ammonium-N;34.0;Bottom
2017-10-18 09:32:00;Ammoniak+ammonium-N;28.0;Surface
2017-10-18 09:32:00;Klorofyl a;14.35;Bottom
2017-10-18 09:32:00;Klorofyl a;19.6;Surface
2017-10-18 09:32:00;Nitrit+nitrat-N;49.0;Bottom
2017-10-18 09:32:00;Nitrit+nitrat-N;72.0;Surface
2017-10-18 09:32:00;Nitrogen,total N;521.3799303;Bottom
2017-10-18 09:32:00;Nitrogen,total N;552.5566057;Surface
2017-10-18 09:32:00;Ortho-phosphat-P;15.0;Bottom
2017-10-18 09:32:00;Ortho-phosphat-P;16.0;Surface
2017-10-18 09:32:00;Oxygen indhold;8.37;Surface
2017-10-18 09:32:00;Phosphor, total-P;51.0;Bottom
2017-10-18 09:32:00;Phosphor, total-P;57.0;Surface
2017-10-30 09:30:00;Ammoniak+ammonium-N;92.0;Bottom
2017-10-30 09:30:00;Ammoniak+ammonium-N;110.0;Surface
2017-10-30 09:30:00;Klorofyl a;3.2;Bottom
2017-10-30 09:30:00;Klorofyl a;4.7;Surface
2017-10-30 09:30:00;Nitrit+nitrat-N;140.0;Bottom
2017-10-30 09:30:00;Nitrit+nitrat-N;180.0;Surface
2017-10-30 09:30:00;Nitrogen,total N;578.7672831;Bottom
2017-10-30 09:30:00;Nitrogen,total N;722.7166548;Surface
2017-10-30 09:30:00;Ortho-phosphat-P;23.0;Bottom
2017-10-30 09:30:00;Ortho-phosphat-P;23.0;Surface
2017-10-30 09:30:00;Oxygen indhold;8.49;Surface
2017-10-30 09:30:00;Phosphor, total-P;50.0;Bottom
2017-10-30 09:30:00;Phosphor, total-P;61.0;Surface
2017-11-21 09:14:00;Ammoniak+ammonium-N;76.0;Bottom
2017-11-21 09:14:00;Ammoniak+ammonium-N;92.0;Surface
2017-11-21 09:14:00;Klorofyl a;2.42;Bottom
2017-11-21 09:14:00;Klorofyl a;2.4;Surface
2017-11-21 09:14:00;Nitrit+nitrat-N;170.0;Bottom
2017-11-21 09:14:00;Nitrit+nitrat-N;240.0;Surface
2017-11-21 09:14:00;Nitrogen,total N;556.1292877;Bottom
2017-11-21 09:14:00;Nitrogen,total N;697.8953981;Surface
2017-11-21 09:14:00;Ortho-phosphat-P;13.0;Bottom
2017-11-21 09:14:00;Ortho-phosphat-P;16.0;Surface
2017-11-21 09:14:00;Oxygen indhold;9.52;Surface
2017-11-21 09:14:00;Phosphor, total-P;34.0;Bottom
2017-11-21 09:14:00;Phosphor, total-P;39.0;Surface
2017-12-06 10:15:00;Ammoniak+ammonium-N;94.0;Bottom
2017-12-06 10:15:00;Ammoniak+ammonium-N;97.0;Surface
2017-12-06 10:15:00;Klorofyl a;1.8;Bottom
2017-12-06 10:15:00;Klorofyl a;1.4;Surface
2017-12-06 10:15:00;Nitrit+nitrat-N;300.0;Bottom
2017-12-06 10:15:00;Nitrit+nitrat-N;330.0;Surface
2017-12-06 10:15:00;Nitrogen,total N;733.591053;Bottom
2017-12-06 10:15:00;Nitrogen,total N;746.3703912;Surface
2017-12-06 10:15:00;Ortho-phosphat-P;16.0;Bottom
2017-12-06 10:15:00;Ortho-phosphat-P;17.0;Surface
2017-12-06 10:15:00;Oxygen indhold;10.34;Surface
2017-12-06 10:15:00;Phosphor, total-P;35.0;Bottom
2017-12-06 10:15:00;Phosphor, total-P;34.0;Surface
2017-12-19 09:33:00;Ammoniak+ammonium-N;88.0;Bottom
2017-12-19 09:33:00;Ammoniak+ammonium-N;100.0;Surface
2017-12-19 09:33:00;Klorofyl a;0.827;Bottom
2017-12-19 09:33:00;Klorofyl a;1.97;Surface
2017-12-19 09:33:00;Nitrit+nitrat-N;250.0;Bottom
2017-12-19 09:33:00;Nitrit+nitrat-N;490.0;Surface
2017-12-19 09:33:00;Nitrogen,total N;580.0;Bottom
2017-12-19 09:33:00;Nitrogen,total N;890.0;Surface
2017-12-19 09:33:00;Ortho-phosphat-P;16.0;Bottom
2017-12-19 09:33:00;Ortho-phosphat-P;18.0;Surface
2017-12-19 09:33:00;Oxygen indhold;11.09;Surface
2017-12-19 09:33:00;Phosphor, total-P;28.0;Bottom
2017-12-19 09:33:00;Phosphor, total-P;35.0;Surface
