time;Parameter;AverageValue;Layer
2011-07-05 09:45:00;Nitrogen,total N;410.9095671;Surface
2011-07-05 09:45:00;Ortho-phosphat-P;60.0;Bottom
2011-07-05 09:45:00;Ortho-phosphat-P;33.0;Surface
2011-07-05 09:45:00;Oxygen indhold;3.72;Bottom
2011-07-05 09:45:00;Oxygen indhold;9.61;Surface
2011-07-05 09:45:00;Phosphor, total-P;110.0;Bottom
2011-07-05 09:45:00;Phosphor, total-P;73.0;Surface
2011-07-19 09:36:00;Ammoniak+ammonium-N;160.0;Bottom
2011-07-19 09:36:00;Ammoniak+ammonium-N;5.5;Surface
2011-07-19 09:36:00;Klorofyl a;2.4;Bottom
2011-07-19 09:36:00;Klorofyl a;13.0;Surface
2011-07-19 09:36:00;Nitrit+nitrat-N;6.9;Bottom
2011-07-19 09:36:00;Nitrit+nitrat-N;7.5;Surface
2011-07-19 09:36:00;Nitrogen,total N;496.662165;Bottom
2011-07-19 09:36:00;Nitrogen,total N;478.4045477;Surface
2011-07-19 09:36:00;Ortho-phosphat-P;98.0;Bottom
2011-07-19 09:36:00;Ortho-phosphat-P;40.0;Surface
2011-07-19 09:36:00;Oxygen indhold;3.1;Bottom
2011-07-19 09:36:00;Oxygen indhold;9.7;Surface
2011-07-19 09:36:00;Phosphor, total-P;130.0;Bottom
2011-07-19 09:36:00;Phosphor, total-P;110.0;Surface
2011-08-01 09:21:00;Ammoniak+ammonium-N;130.0;Bottom
2011-08-01 09:21:00;Ammoniak+ammonium-N;8.3;Surface
2011-08-01 09:21:00;Klorofyl a;5.6;Bottom
2011-08-01 09:21:00;Klorofyl a;4.1;Surface
2011-08-01 09:21:00;Nitrit+nitrat-N;1.5;Bottom
2011-08-01 09:21:00;Nitrit+nitrat-N;1.5;Surface
2011-08-01 09:21:00;Nitrogen,total N;600.3717857;Bottom
2011-08-01 09:21:00;Nitrogen,total N;460.4085662;Surface
2011-08-01 09:21:00;Ortho-phosphat-P;240.0;Bottom
2011-08-01 09:21:00;Ortho-phosphat-P;45.0;Surface
2011-08-01 09:21:00;Oxygen indhold;0.87;Bottom
2011-08-01 09:21:00;Oxygen indhold;8.7;Surface
2011-08-01 09:21:00;Phosphor, total-P;340.0;Bottom
2011-08-01 09:21:00;Phosphor, total-P;88.0;Surface
2011-08-15 09:37:00;Ammoniak+ammonium-N;430.0;Bottom
2011-08-15 09:37:00;Ammoniak+ammonium-N;8.2;Surface
2011-08-15 09:37:00;Klorofyl a;4.8;Bottom
2011-08-15 09:37:00;Klorofyl a;32.0;Surface
2011-08-15 09:37:00;Nitrit+nitrat-N;17.0;Bottom
2011-08-15 09:37:00;Nitrit+nitrat-N;1.8;Surface
2011-08-15 09:37:00;Nitrogen,total N;840.1029033;Bottom
2011-08-15 09:37:00;Nitrogen,total N;726.3480027;Surface
2011-08-15 09:37:00;Ortho-phosphat-P;310.0;Bottom
2011-08-15 09:37:00;Ortho-phosphat-P;130.0;Surface
2011-08-15 09:37:00;Oxygen indhold;4.4;Bottom
2011-08-15 09:37:00;Oxygen indhold;10.3;Surface
2011-08-15 09:37:00;Phosphor, total-P;360.0;Bottom
2011-08-15 09:37:00;Phosphor, total-P;240.0;Surface
2011-08-30 11:50:00;Ammoniak+ammonium-N;89.0;Bottom
2011-08-30 11:50:00;Ammoniak+ammonium-N;91.0;Surface
2011-08-30 11:50:00;Klorofyl a;17.0;Bottom
2011-08-30 11:50:00;Klorofyl a;23.0;Surface
2011-08-30 11:50:00;Nitrit+nitrat-N;6.7;Bottom
2011-08-30 11:50:00;Nitrit+nitrat-N;10.0;Surface
2011-08-30 11:50:00;Nitrogen,total N;669.9514732;Bottom
2011-08-30 11:50:00;Nitrogen,total N;662.8572221;Surface
2011-08-30 11:50:00;Ortho-phosphat-P;170.0;Bottom
2011-08-30 11:50:00;Ortho-phosphat-P;180.0;Surface
2011-08-30 11:50:00;Oxygen indhold;7.7;Bottom
2011-08-30 11:50:00;Oxygen indhold;9.0;Surface
2011-08-30 11:50:00;Phosphor, total-P;250.0;Bottom
2011-08-30 11:50:00;Phosphor, total-P;250.0;Surface
2011-09-21 08:36:00;Ammoniak+ammonium-N;110.0;Bottom
2011-09-21 08:36:00;Ammoniak+ammonium-N;65.0;Surface
2011-09-21 08:36:00;Klorofyl a;3.8;Bottom
2011-09-21 08:36:00;Klorofyl a;5.4;Surface
2011-09-21 08:36:00;Nitrit+nitrat-N;26.0;Bottom
2011-09-21 08:36:00;Nitrit+nitrat-N;110.0;Surface
2011-09-21 08:36:00;Nitrogen,total N;457.2339452;Bottom
2011-09-21 08:36:00;Nitrogen,total N;614.974361;Surface
2011-09-21 08:36:00;Ortho-phosphat-P;53.0;Bottom
2011-09-21 08:36:00;Ortho-phosphat-P;61.0;Surface
2011-09-21 08:36:00;Oxygen indhold;5.9;Bottom
2011-09-21 08:36:00;Oxygen indhold;8.5;Surface
2011-09-21 08:36:00;Phosphor, total-P;78.0;Bottom
2011-09-21 08:36:00;Phosphor, total-P;100.0;Surface
2011-10-03 09:41:00;Ammoniak+ammonium-N;14.0;Bottom
2011-10-03 09:41:00;Ammoniak+ammonium-N;19.0;Surface
2011-10-03 09:41:00;Klorofyl a;5.5;Bottom
2011-10-03 09:41:00;Klorofyl a;12.0;Surface
2011-10-03 09:41:00;Nitrit+nitrat-N;10.0;Bottom
2011-10-03 09:41:00;Nitrit+nitrat-N;1.5;Surface
2011-10-03 09:41:00;Nitrogen,total N;378.1636842;Bottom
2011-10-03 09:41:00;Nitrogen,total N;487.6564347;Surface
2011-10-03 09:41:00;Ortho-phosphat-P;49.0;Bottom
2011-10-03 09:41:00;Ortho-phosphat-P;23.0;Surface
2011-10-03 09:41:00;Oxygen indhold;2.4;Bottom
2011-10-03 09:41:00;Oxygen indhold;9.5;Surface
2011-10-03 09:41:00;Phosphor, total-P;91.0;Bottom
2011-10-03 09:41:00;Phosphor, total-P;91.0;Surface
2011-10-18 09:38:00;Ammoniak+ammonium-N;21.0;Bottom
2011-10-18 09:38:00;Ammoniak+ammonium-N;22.0;Surface
2011-10-18 09:38:00;Klorofyl a;5.0;Bottom
2011-10-18 09:38:00;Klorofyl a;11.0;Surface
2011-10-18 09:38:00;Nitrit+nitrat-N;18.0;Bottom
2011-10-18 09:38:00;Nitrit+nitrat-N;25.0;Surface
2011-10-18 09:38:00;Nitrogen,total N;423.3232009;Bottom
2011-10-18 09:38:00;Nitrogen,total N;490.0809181;Surface
2011-10-18 09:38:00;Ortho-phosphat-P;20.0;Bottom
2011-10-18 09:38:00;Ortho-phosphat-P;24.0;Surface
2011-10-18 09:38:00;Oxygen indhold;9.1;Surface
2011-10-18 09:38:00;Phosphor, total-P;60.0;Bottom
2011-10-18 09:38:00;Phosphor, total-P;72.0;Surface
2011-10-31 09:33:00;Ammoniak+ammonium-N;66.0;Bottom
2011-10-31 09:33:00;Ammoniak+ammonium-N;33.0;Surface
2011-10-31 09:33:00;Klorofyl a;2.9;Bottom
2011-10-31 09:33:00;Klorofyl a;10.0;Surface
2011-10-31 09:33:00;Nitrit+nitrat-N;29.0;Bottom
2011-10-31 09:33:00;Nitrit+nitrat-N;150.0;Surface
2011-10-31 09:33:00;Nitrogen,total N;399.0349257;Bottom
2011-10-31 09:33:00;Nitrogen,total N;655.6527533;Surface
2011-10-31 09:33:00;Ortho-phosphat-P;14.0;Bottom
2011-10-31 09:33:00;Ortho-phosphat-P;15.0;Surface
2011-10-31 09:33:00;Oxygen indhold;7.6;Bottom
2011-10-31 09:33:00;Oxygen indhold;9.7;Surface
2011-10-31 09:33:00;Phosphor, total-P;43.0;Bottom
2011-10-31 09:33:00;Phosphor, total-P;68.0;Surface
2011-11-11 08:20:00;Ammoniak+ammonium-N;120.0;Bottom
2011-11-11 08:20:00;Ammoniak+ammonium-N;110.0;Surface
2011-11-11 08:20:00;Klorofyl a;4.0;Bottom
2011-11-11 08:20:00;Klorofyl a;6.6;Surface
2011-11-11 08:20:00;Nitrit+nitrat-N;160.0;Bottom
2011-11-11 08:20:00;Nitrit+nitrat-N;250.0;Surface
2011-11-11 08:20:00;Nitrogen,total N;645.3635182;Bottom
2011-11-11 08:20:00;Nitrogen,total N;761.8489281;Surface
2011-11-11 08:20:00;Ortho-phosphat-P;26.0;Bottom
2011-11-11 08:20:00;Ortho-phosphat-P;25.0;Surface
2011-11-11 08:20:00;Oxygen indhold;8.9;Bottom
2011-11-11 08:20:00;Oxygen indhold;10.4;Surface
2011-11-11 08:20:00;Phosphor, total-P;55.0;Bottom
2011-11-11 08:20:00;Phosphor, total-P;66.0;Surface
2011-11-29 09:31:00;Ammoniak+ammonium-N;160.0;Bottom
2011-11-29 09:31:00;Ammoniak+ammonium-N;160.0;Surface
2011-11-29 09:31:00;Klorofyl a;2.2;Bottom
2011-11-29 09:31:00;Klorofyl a;1.6;Surface
2011-11-29 09:31:00;Nitrit+nitrat-N;150.0;Bottom
2011-11-29 09:31:00;Nitrit+nitrat-N;180.0;Surface
2011-11-29 09:31:00;Nitrogen,total N;613.5284189;Bottom
2011-11-29 09:31:00;Nitrogen,total N;626.0768551;Surface
2011-11-29 09:31:00;Ortho-phosphat-P;22.0;Bottom
2011-11-29 09:31:00;Ortho-phosphat-P;22.0;Surface
2011-11-29 09:31:00;Oxygen indhold;10.3;Bottom
2011-11-29 09:31:00;Oxygen indhold;10.4;Surface
2011-11-29 09:31:00;Phosphor, total-P;43.0;Bottom
2011-11-29 09:31:00;Phosphor, total-P;44.0;Surface
2011-12-19 09:47:00;Ammoniak+ammonium-N;160.0;Bottom
2011-12-19 09:47:00;Ammoniak+ammonium-N;170.0;Surface
2011-12-19 09:47:00;Klorofyl a;0.5;Bottom
2011-12-19 09:47:00;Klorofyl a;0.5;Surface
2011-12-19 09:47:00;Nitrit+nitrat-N;260.0;Bottom
2011-12-19 09:47:00;Nitrit+nitrat-N;420.0;Surface
2011-12-19 09:47:00;Nitrogen,total N;673.1484179;Bottom
2011-12-19 09:47:00;Nitrogen,total N;820.1349254;Surface
2011-12-19 09:47:00;Ortho-phosphat-P;17.0;Bottom
2011-12-19 09:47:00;Ortho-phosphat-P;16.0;Surface
2011-12-19 09:47:00;Oxygen indhold;9.6;Bottom
2011-12-19 09:47:00;Oxygen indhold;10.4;Surface
2011-12-19 09:47:00;Phosphor, total-P;34.0;Bottom
2011-12-19 09:47:00;Phosphor, total-P;35.0;Surface
2012-01-05 09:43:00;Ammoniak+ammonium-N;160.0;Bottom
2012-01-05 09:43:00;Ammoniak+ammonium-N;170.0;Surface
2012-01-05 09:43:00;Klorofyl a;3.4;Bottom
2012-01-05 09:43:00;Klorofyl a;5.2;Surface
2012-01-05 09:43:00;Nitrit+nitrat-N;350.0;Bottom
2012-01-05 09:43:00;Nitrit+nitrat-N;380.0;Surface
2012-01-05 09:43:00;Nitrogen,total N;732.5223458;Bottom
2012-01-05 09:43:00;Nitrogen,total N;729.6229875;Surface
2012-01-05 09:43:00;Ortho-phosphat-P;10.0;Bottom
2012-01-05 09:43:00;Ortho-phosphat-P;12.0;Surface
2012-01-05 09:43:00;Oxygen indhold;12.0;Bottom
2012-01-05 09:43:00;Oxygen indhold;12.5;Surface
2012-01-05 09:43:00;Phosphor, total-P;30.0;Bottom
2012-01-05 09:43:00;Phosphor, total-P;30.0;Surface
2012-01-26 09:56:00;Ammoniak+ammonium-N;150.0;Bottom
2012-01-26 09:56:00;Ammoniak+ammonium-N;150.0;Surface
2012-01-26 09:56:00;Klorofyl a;2.8;Bottom
2012-01-26 09:56:00;Klorofyl a;2.1;Surface
2012-01-26 09:56:00;Nitrit+nitrat-N;650.0;Bottom
2012-01-26 09:56:00;Nitrit+nitrat-N;660.0;Surface
2012-01-26 09:56:00;Nitrogen,total N;1020.274207;Bottom
2012-01-26 09:56:00;Nitrogen,total N;1026.98482;Surface
2012-01-26 09:56:00;Ortho-phosphat-P;18.0;Bottom
2012-01-26 09:56:00;Ortho-phosphat-P;17.0;Surface
2012-01-26 09:56:00;Oxygen indhold;11.5;Bottom
2012-01-26 09:56:00;Oxygen indhold;11.3;Surface
2012-01-26 09:56:00;Phosphor, total-P;33.0;Bottom
2012-01-26 09:56:00;Phosphor, total-P;33.0;Surface
2012-02-29 09:14:00;Ammoniak+ammonium-N;17.0;Bottom
2012-02-29 09:14:00;Ammoniak+ammonium-N;21.0;Surface
2012-02-29 09:14:00;Klorofyl a;7.7;Bottom
2012-02-29 09:14:00;Klorofyl a;8.4;Surface
2012-02-29 09:14:00;Nitrit+nitrat-N;550.0;Bottom
2012-02-29 09:14:00;Nitrit+nitrat-N;580.0;Surface
2012-02-29 09:14:00;Nitrogen,total N;861.1671046;Bottom
2012-02-29 09:14:00;Nitrogen,total N;890.9593585;Surface
2012-02-29 09:14:00;Ortho-phosphat-P;1.1;Bottom
2012-02-29 09:14:00;Ortho-phosphat-P;1.7;Surface
2012-02-29 09:14:00;Oxygen indhold;11.6;Bottom
2012-02-29 09:14:00;Oxygen indhold;11.9;Surface
2012-02-29 09:14:00;Phosphor, total-P;18.0;Bottom
2012-02-29 09:14:00;Phosphor, total-P;17.0;Surface
2012-03-05 10:15:00;Ammoniak+ammonium-N;38.0;Bottom
2012-03-05 10:15:00;Ammoniak+ammonium-N;37.0;Surface
2012-03-05 10:15:00;Klorofyl a;3.1;Bottom
2012-03-05 10:15:00;Klorofyl a;4.6;Surface
2012-03-05 10:15:00;Nitrit+nitrat-N;650.0;Bottom
2012-03-05 10:15:00;Nitrit+nitrat-N;690.0;Surface
2012-03-05 10:15:00;Nitrogen,total N;871.451963;Bottom
2012-03-05 10:15:00;Nitrogen,total N;940.151747;Surface
2012-03-05 10:15:00;Ortho-phosphat-P;1.0;Bottom
2012-03-05 10:15:00;Ortho-phosphat-P;1.6;Surface
2012-03-05 10:15:00;Oxygen indhold;11.5;Bottom
2012-03-05 10:15:00;Oxygen indhold;11.7;Surface
2012-03-05 10:15:00;Phosphor, total-P;12.0;Bottom
2012-03-05 10:15:00;Phosphor, total-P;14.0;Surface
2012-03-13 11:59:00;Ammoniak+ammonium-N;5.4;Bottom
2012-03-13 11:59:00;Ammoniak+ammonium-N;4.9;Surface
2012-03-13 11:59:00;Klorofyl a;7.3;Bottom
2012-03-13 11:59:00;Klorofyl a;6.7;Surface
2012-03-13 11:59:00;Nitrit+nitrat-N;500.0;Bottom
2012-03-13 11:59:00;Nitrit+nitrat-N;500.0;Surface
2012-03-13 11:59:00;Nitrogen,total N;763.6485987;Bottom
2012-03-13 11:59:00;Nitrogen,total N;787.7523335;Surface
2012-03-13 11:59:00;Ortho-phosphat-P;1.0;Bottom
2012-03-13 11:59:00;Ortho-phosphat-P;1.7;Surface
2012-03-13 11:59:00;Oxygen indhold;10.5;Bottom
2012-03-13 11:59:00;Oxygen indhold;11.2;Surface
2012-03-13 11:59:00;Phosphor, total-P;15.0;Bottom
2012-03-13 11:59:00;Phosphor, total-P;14.0;Surface
2012-03-22 09:24:00;Ammoniak+ammonium-N;17.0;Bottom
2012-03-22 09:24:00;Ammoniak+ammonium-N;20.0;Surface
2012-03-22 09:24:00;Klorofyl a;4.2;Bottom
2012-03-22 09:24:00;Klorofyl a;4.6;Surface
2012-03-22 09:24:00;Nitrit+nitrat-N;480.0;Bottom
2012-03-22 09:24:00;Nitrit+nitrat-N;500.0;Surface
2012-03-22 09:24:00;Nitrogen,total N;721.4024459;Bottom
2012-03-22 09:24:00;Nitrogen,total N;766.4182046;Surface
2012-03-22 09:24:00;Ortho-phosphat-P;2.6;Bottom
2012-03-22 09:24:00;Ortho-phosphat-P;2.5;Surface
2012-03-22 09:24:00;Oxygen indhold;10.1;Bottom
2012-03-22 09:24:00;Oxygen indhold;10.2;Surface
2012-03-22 09:24:00;Phosphor, total-P;13.0;Bottom
2012-03-22 09:24:00;Phosphor, total-P;15.0;Surface
2012-04-16 09:56:00;Ammoniak+ammonium-N;29.0;Bottom
2012-04-16 09:56:00;Ammoniak+ammonium-N;29.0;Surface
2012-04-16 09:56:00;Klorofyl a;1.2;Bottom
2012-04-16 09:56:00;Klorofyl a;2.0;Surface
2012-04-16 09:56:00;Nitrit+nitrat-N;350.0;Bottom
2012-04-16 09:56:00;Nitrit+nitrat-N;350.0;Surface
2012-04-16 09:56:00;Nitrogen,total N;631.3188463;Bottom
2012-04-16 09:56:00;Nitrogen,total N;650.4327197;Surface
2012-04-16 09:56:00;Ortho-phosphat-P;2.6;Bottom
2012-04-16 09:56:00;Ortho-phosphat-P;2.4;Surface
2012-04-16 09:56:00;Oxygen indhold;10.0;Bottom
2012-04-16 09:56:00;Oxygen indhold;10.3;Surface
2012-04-16 09:56:00;Phosphor, total-P;18.0;Bottom
2012-04-16 09:56:00;Phosphor, total-P;15.0;Surface
2012-05-07 10:05:00;Ammoniak+ammonium-N;26.0;Bottom
2012-05-07 10:05:00;Ammoniak+ammonium-N;23.0;Surface
2012-05-07 10:05:00;Klorofyl a;3.0;Bottom
2012-05-07 10:05:00;Klorofyl a;1.2;Surface
2012-05-07 10:05:00;Nitrit+nitrat-N;180.0;Bottom
2012-05-07 10:05:00;Nitrit+nitrat-N;240.0;Surface
2012-05-07 10:05:00;Nitrogen,total N;498.5991181;Bottom
2012-05-07 10:05:00;Nitrogen,total N;582.9969621;Surface
2012-05-07 10:05:00;Ortho-phosphat-P;2.4;Bottom
2012-05-07 10:05:00;Ortho-phosphat-P;1.1;Surface
2012-05-07 10:05:00;Oxygen indhold;9.2;Bottom
2012-05-07 10:05:00;Oxygen indhold;10.5;Surface
2012-05-07 10:05:00;Phosphor, total-P;17.0;Bottom
2012-05-07 10:05:00;Phosphor, total-P;14.0;Surface
2012-05-21 09:39:00;Ammoniak+ammonium-N;30.0;Bottom
2012-05-21 09:39:00;Ammoniak+ammonium-N;15.0;Surface
2012-05-21 09:39:00;Klorofyl a;4.3;Bottom
2012-05-21 09:39:00;Klorofyl a;5.9;Surface
2012-05-21 09:39:00;Nitrit+nitrat-N;220.0;Bottom
2012-05-21 09:39:00;Nitrit+nitrat-N;240.0;Surface
2012-05-21 09:39:00;Nitrogen,total N;636.0112402;Bottom
2012-05-21 09:39:00;Nitrogen,total N;613.6187455;Surface
2012-05-21 09:39:00;Ortho-phosphat-P;1.8;Bottom
2012-05-21 09:39:00;Ortho-phosphat-P;2.7;Surface
2012-05-21 09:39:00;Oxygen indhold;10.0;Bottom
2012-05-21 09:39:00;Oxygen indhold;11.1;Surface
2012-05-21 09:39:00;Phosphor, total-P;31.0;Bottom
2012-05-21 09:39:00;Phosphor, total-P;26.0;Surface
2012-06-04 09:24:00;Ammoniak+ammonium-N;19.0;Bottom
2012-06-04 09:24:00;Ammoniak+ammonium-N;7.9;Surface
2012-06-04 09:24:00;Klorofyl a;14.0;Bottom
2012-06-04 09:24:00;Klorofyl a;14.0;Surface
2012-06-04 09:24:00;Nitrit+nitrat-N;66.0;Bottom
2012-06-04 09:24:00;Nitrit+nitrat-N;73.0;Surface
2012-06-04 09:24:00;Nitrogen,total N;543.2944487;Bottom
2012-06-04 09:24:00;Nitrogen,total N;545.7874566;Surface
2012-06-04 09:24:00;Ortho-phosphat-P;2.4;Bottom
2012-06-04 09:24:00;Ortho-phosphat-P;3.0;Surface
2012-06-04 09:24:00;Oxygen indhold;9.9;Bottom
2012-06-04 09:24:00;Oxygen indhold;10.0;Surface
2012-06-04 09:24:00;Phosphor, total-P;23.0;Bottom
2012-06-04 09:24:00;Phosphor, total-P;24.0;Surface
2012-06-11 12:15:00;Oxygen indhold;6.6;Bottom
2012-06-18 09:48:00;Ammoniak+ammonium-N;68.0;Bottom
2012-06-18 09:48:00;Ammoniak+ammonium-N;18.0;Surface
2012-06-18 09:48:00;Klorofyl a;0.6;Bottom
2012-06-18 09:48:00;Klorofyl a;8.2;Surface
2012-06-18 09:48:00;Nitrit+nitrat-N;15.0;Bottom
2012-06-18 09:48:00;Nitrit+nitrat-N;17.0;Surface
2012-06-18 09:48:00;Nitrogen,total N;447.1378404;Bottom
2012-06-18 09:48:00;Nitrogen,total N;511.9244025;Surface
2012-06-18 09:48:00;Ortho-phosphat-P;2.9;Bottom
2012-06-18 09:48:00;Ortho-phosphat-P;2.9;Surface
2012-06-18 09:48:00;Oxygen indhold;9.0;Surface
2012-06-18 09:48:00;Phosphor, total-P;30.0;Bottom
2012-06-18 09:48:00;Phosphor, total-P;30.0;Surface
2012-07-02 09:45:00;Ammoniak+ammonium-N;96.0;Bottom
2012-07-02 09:45:00;Ammoniak+ammonium-N;19.0;Surface
2012-07-02 09:45:00;Klorofyl a;2.6;Bottom
2012-07-02 09:45:00;Klorofyl a;4.7;Surface
2012-07-02 09:45:00;Nitrit+nitrat-N;16.0;Bottom
2012-07-02 09:45:00;Nitrit+nitrat-N;7.7;Surface
2012-07-02 09:45:00;Nitrogen,total N;449.5564763;Bottom
2012-07-02 09:45:00;Nitrogen,total N;436.0047276;Surface
2012-07-02 09:45:00;Ortho-phosphat-P;20.0;Bottom
2012-07-02 09:45:00;Ortho-phosphat-P;8.6;Surface
2012-07-02 09:45:00;Oxygen indhold;6.8;Bottom
2012-07-02 09:45:00;Oxygen indhold;8.5;Surface
2012-07-02 09:45:00;Phosphor, total-P;40.0;Bottom
2012-07-02 09:45:00;Phosphor, total-P;30.0;Surface
2012-07-10 10:00:00;Oxygen indhold;2.8;Bottom
2012-07-10 10:00:00;Oxygen indhold;7.6;Surface
2012-07-16 09:49:00;Ammoniak+ammonium-N;16.0;Bottom
2012-07-16 09:49:00;Ammoniak+ammonium-N;7.2;Surface
2012-07-16 09:49:00;Klorofyl a;14.0;Bottom
2012-07-16 09:49:00;Klorofyl a;15.0;Surface
2012-07-16 09:49:00;Nitrit+nitrat-N;2.9;Bottom
2012-07-16 09:49:00;Nitrit+nitrat-N;1.9;Surface
2012-07-16 09:49:00;Nitrogen,total N;534.8333687;Bottom
2012-07-16 09:49:00;Nitrogen,total N;526.6115984;Surface
2012-07-16 09:49:00;Ortho-phosphat-P;32.0;Bottom
2012-07-16 09:49:00;Ortho-phosphat-P;23.0;Surface
2012-07-16 09:49:00;Oxygen indhold;10.4;Surface
2012-07-16 09:49:00;Phosphor, total-P;83.0;Bottom
2012-07-16 09:49:00;Phosphor, total-P;84.0;Surface
2012-07-30 09:45:00;Ammoniak+ammonium-N;81.0;Bottom
2012-07-30 09:45:00;Ammoniak+ammonium-N;3.0;Surface
2012-07-30 09:45:00;Klorofyl a;2.3;Bottom
2012-07-30 09:45:00;Klorofyl a;13.0;Surface
2012-07-30 09:45:00;Nitrit+nitrat-N;12.0;Bottom
2012-07-30 09:45:00;Nitrit+nitrat-N;2.1;Surface
2012-07-30 09:45:00;Nitrogen,total N;479.0987964;Bottom
2012-07-30 09:45:00;Nitrogen,total N;495.9808211;Surface
2012-07-30 09:45:00;Ortho-phosphat-P;74.0;Bottom
2012-07-30 09:45:00;Ortho-phosphat-P;38.0;Surface
2012-07-30 09:45:00;Oxygen indhold;3.9;Bottom
2012-07-30 09:45:00;Oxygen indhold;8.8;Surface
2012-07-30 09:45:00;Phosphor, total-P;95.0;Bottom
2012-07-30 09:45:00;Phosphor, total-P;87.0;Surface
2012-08-06 09:49:00;Ammoniak+ammonium-N;110.0;Bottom
2012-08-06 09:49:00;Ammoniak+ammonium-N;17.0;Surface
2012-08-06 09:49:00;Klorofyl a;2.1;Bottom
2012-08-06 09:49:00;Klorofyl a;11.0;Surface
2012-08-06 09:49:00;Nitrit+nitrat-N;22.0;Bottom
2012-08-06 09:49:00;Nitrit+nitrat-N;3.6;Surface
2012-08-06 09:49:00;Nitrogen,total N;378.0095494;Bottom
2012-08-06 09:49:00;Nitrogen,total N;493.9936676;Surface
2012-08-06 09:49:00;Ortho-phosphat-P;97.0;Bottom
2012-08-06 09:49:00;Ortho-phosphat-P;58.0;Surface
2012-08-06 09:49:00;Oxygen indhold;2.2;Bottom
2012-08-06 09:49:00;Oxygen indhold;9.2;Surface
2012-08-06 09:49:00;Phosphor, total-P;110.0;Bottom
2012-08-06 09:49:00;Phosphor, total-P;100.0;Surface
2012-08-23 10:29:00;Ammoniak+ammonium-N;280.0;Bottom
2012-08-23 10:29:00;Ammoniak+ammonium-N;3.0;Surface
2012-08-23 10:29:00;Klorofyl a;2.6;Bottom
2012-08-23 10:29:00;Klorofyl a;9.5;Surface
2012-08-23 10:29:00;Nitrit+nitrat-N;11.0;Bottom
2012-08-23 10:29:00;Nitrit+nitrat-N;3.3;Surface
2012-08-23 10:29:00;Nitrogen,total N;603.8507204;Bottom
2012-08-23 10:29:00;Nitrogen,total N;495.3046082;Surface
2012-08-23 10:29:00;Ortho-phosphat-P;160.0;Bottom
2012-08-23 10:29:00;Ortho-phosphat-P;80.0;Surface
2012-08-23 10:29:00;Oxygen indhold;2.7;Bottom
2012-08-23 10:29:00;Oxygen indhold;9.6;Surface
2012-08-23 10:29:00;Phosphor, total-P;210.0;Bottom
2012-08-23 10:29:00;Phosphor, total-P;150.0;Surface
2012-09-03 09:11:00;Ammoniak+ammonium-N;320.0;Bottom
2012-09-03 09:11:00;Ammoniak+ammonium-N;5.8;Surface
2012-09-03 09:11:00;Klorofyl a;2.5;Bottom
2012-09-03 09:11:00;Klorofyl a;23.0;Surface
2012-09-03 09:11:00;Nitrit+nitrat-N;6.3;Bottom
2012-09-03 09:11:00;Nitrit+nitrat-N;5.6;Surface
2012-09-03 09:11:00;Nitrogen,total N;616.4099433;Bottom
2012-09-03 09:11:00;Nitrogen,total N;464.089209;Surface
2012-09-03 09:11:00;Ortho-phosphat-P;170.0;Bottom
2012-09-03 09:11:00;Ortho-phosphat-P;120.0;Surface
2012-09-03 09:11:00;Oxygen indhold;2.2;Bottom
2012-09-03 09:11:00;Oxygen indhold;8.5;Surface
2012-09-03 09:11:00;Phosphor, total-P;200.0;Bottom
2012-09-03 09:11:00;Phosphor, total-P;190.0;Surface
2012-09-17 09:34:00;Ammoniak+ammonium-N;41.0;Bottom
2012-09-17 09:34:00;Ammoniak+ammonium-N;21.0;Surface
2012-09-17 09:34:00;Klorofyl a;5.9;Bottom
2012-09-17 09:34:00;Klorofyl a;5.5;Surface
2012-09-17 09:34:00;Nitrit+nitrat-N;10.0;Bottom
2012-09-17 09:34:00;Nitrit+nitrat-N;29.0;Surface
2012-09-17 09:34:00;Nitrogen,total N;423.2901716;Bottom
2012-09-17 09:34:00;Nitrogen,total N;459.382931;Surface
2012-09-17 09:34:00;Ortho-phosphat-P;65.0;Bottom
2012-09-17 09:34:00;Ortho-phosphat-P;80.0;Surface
2012-09-17 09:34:00;Oxygen indhold;7.1;Bottom
2012-09-17 09:34:00;Oxygen indhold;8.0;Surface
2012-09-17 09:34:00;Phosphor, total-P;89.0;Bottom
2012-09-17 09:34:00;Phosphor, total-P;100.0;Surface
2012-10-01 09:44:00;Ammoniak+ammonium-N;110.0;Bottom
2012-10-01 09:44:00;Ammoniak+ammonium-N;110.0;Surface
2012-10-01 09:44:00;Klorofyl a;2.6;Bottom
2012-10-01 09:44:00;Klorofyl a;1.8;Surface
2012-10-01 09:44:00;Nitrit+nitrat-N;26.0;Bottom
2012-10-01 09:44:00;Nitrit+nitrat-N;72.0;Surface
2012-10-01 09:44:00;Nitrogen,total N;449.4085201;Bottom
2012-10-01 09:44:00;Nitrogen,total N;494.2801893;Surface
2012-10-01 09:44:00;Ortho-phosphat-P;53.0;Bottom
2012-10-01 09:44:00;Ortho-phosphat-P;58.0;Surface
2012-10-01 09:44:00;Oxygen indhold;5.8;Bottom
2012-10-01 09:44:00;Oxygen indhold;8.1;Surface
2012-10-01 09:44:00;Phosphor, total-P;76.0;Bottom
2012-10-01 09:44:00;Phosphor, total-P;77.0;Surface
2012-10-16 09:40:00;Ammoniak+ammonium-N;180.0;Bottom
