ObservationsStedNr;ObservationsStedNavn;AlternativStationsNr;X_UTM32;Y_UTM32;Længde;Bredde;Dato;UndersoegelsesNr;Parameter;Enhed;Prøvetagningsudstyr;Dybde (m);MålingX_UTM32;MalingY_UTM32;KorrektionsFaktor;OriginalResultat;KorrigeretResultat;QANiveau;Kvalitet
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Salinitet;promille;Ketcher;3.81;504694;6275201;1.0;23.79;23.79;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Salinitet;promille;Ketcher;3.97;504694;6275201;1.0;23.84;23.84;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Salinitet;promille;Ketcher;4.16;504694;6275201;1.0;23.84;23.84;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Salinitet;promille;Ketcher;4.38;504694;6275201;1.0;23.85;23.85;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Salinitet;promille;Ketcher;4.6;504694;6275201;1.0;23.85;23.85;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;0.82;504694;6275201;1.0;10.1;10.1;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;1.01;504694;6275201;1.0;10.06;10.06;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;1.22;504694;6275201;1.0;10.05;10.05;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;1.41;504694;6275201;1.0;10.02;10.02;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;1.59;504694;6275201;1.0;9.99;9.99;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;1.81;504694;6275201;1.0;9.96;9.96;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;2.0;504694;6275201;1.0;9.94;9.94;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;2.21;504694;6275201;1.0;9.88;9.88;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;2.41;504694;6275201;1.0;9.85;9.85;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;2.56;504694;6275201;1.0;9.83;9.83;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;2.79;504694;6275201;1.0;9.76;9.76;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;3.0;504694;6275201;1.0;9.65;9.65;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;3.19;504694;6275201;1.0;9.4;9.4;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;3.4;504694;6275201;1.0;9.35;9.35;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;3.62;504694;6275201;1.0;9.09;9.09;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;3.81;504694;6275201;1.0;9.05;9.05;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;3.97;504694;6275201;1.0;8.92;8.92;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;4.16;504694;6275201;1.0;8.8;8.8;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;4.38;504694;6275201;1.0;8.81;8.81;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygen indhold;mg/l;Ketcher;4.6;504694;6275201;1.0;8.82;8.82;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;0.82;504694;6275201;1.0;105.0;105.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;1.01;504694;6275201;1.0;105.0;105.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;1.22;504694;6275201;1.0;105.0;105.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;1.41;504694;6275201;1.0;105.0;105.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;1.59;504694;6275201;1.0;105.0;105.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;1.81;504694;6275201;1.0;105.0;105.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;2.0;504694;6275201;1.0;105.0;105.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;2.21;504694;6275201;1.0;104.0;104.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;2.41;504694;6275201;1.0;104.0;104.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;2.56;504694;6275201;1.0;104.0;104.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;2.79;504694;6275201;1.0;104.0;104.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;3.0;504694;6275201;1.0;104.0;104.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;3.19;504694;6275201;1.0;101.0;101.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;3.4;504694;6275201;1.0;101.0;101.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;3.62;504694;6275201;1.0;99.0;99.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;3.81;504694;6275201;1.0;98.0;98.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;3.97;504694;6275201;1.0;97.0;97.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;4.16;504694;6275201;1.0;96.0;96.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;4.38;504694;6275201;1.0;96.0;96.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Oxygenmætning;pct;Ketcher;4.6;504694;6275201;1.0;96.0;96.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;0.82;504694;6275201;1.0;11.57;11.57;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;1.01;504694;6275201;1.0;11.63;11.63;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;1.22;504694;6275201;1.0;11.65;11.65;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;1.41;504694;6275201;1.0;11.67;11.67;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;1.59;504694;6275201;1.0;11.75;11.75;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;1.81;504694;6275201;1.0;11.76;11.76;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;2.0;504694;6275201;1.0;11.77;11.77;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;2.21;504694;6275201;1.0;11.78;11.78;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;2.41;504694;6275201;1.0;11.78;11.78;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;2.56;504694;6275201;1.0;11.79;11.79;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;2.79;504694;6275201;1.0;11.92;11.92;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;3.0;504694;6275201;1.0;12.24;12.24;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;3.19;504694;6275201;1.0;12.24;12.24;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;3.4;504694;6275201;1.0;12.29;12.29;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;3.62;504694;6275201;1.0;12.35;12.35;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;3.81;504694;6275201;1.0;12.28;12.28;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;3.97;504694;6275201;1.0;12.25;12.25;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;4.16;504694;6275201;1.0;12.25;12.25;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;4.38;504694;6275201;1.0;12.25;12.25;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076499999999998;56.62100003168119;2014-05-05 00:00:00;1;Temperatur;grader C;Ketcher;4.6;504694;6275201;1.0;12.25;12.25;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;0.84;504684;6275276;1.0;21.95;21.95;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;1.01;504684;6275276;1.0;21.98;21.98;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;1.21;504684;6275276;1.0;22.14;22.14;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;1.41;504684;6275276;1.0;22.16;22.16;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;1.61;504684;6275276;1.0;22.19;22.19;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;1.8;504684;6275276;1.0;22.23;22.23;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;2.02;504684;6275276;1.0;22.25;22.25;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;2.2;504684;6275276;1.0;22.27;22.27;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;2.41;504684;6275276;1.0;22.3;22.3;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;2.6;504684;6275276;1.0;22.4;22.4;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;2.81;504684;6275276;1.0;22.45;22.45;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;3.01;504684;6275276;1.0;22.47;22.47;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;3.21;504684;6275276;1.0;22.54;22.54;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;3.41;504684;6275276;1.0;22.64;22.64;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;3.6;504684;6275276;1.0;22.68;22.68;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;3.81;504684;6275276;1.0;22.7;22.7;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;4.01;504684;6275276;1.0;22.86;22.86;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;4.22;504684;6275276;1.0;23.42;23.42;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;4.41;504684;6275276;1.0;24.04;24.04;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Salinitet;promille;Ketcher;4.61;504684;6275276;1.0;24.1;24.1;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;0.84;504684;6275276;1.0;11.64;11.64;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;1.01;504684;6275276;1.0;11.7;11.7;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;1.21;504684;6275276;1.0;11.73;11.73;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;1.41;504684;6275276;1.0;11.74;11.74;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;1.61;504684;6275276;1.0;11.76;11.76;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;1.8;504684;6275276;1.0;11.77;11.77;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;2.02;504684;6275276;1.0;11.75;11.75;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;2.2;504684;6275276;1.0;11.68;11.68;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;2.41;504684;6275276;1.0;11.57;11.57;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;2.6;504684;6275276;1.0;11.43;11.43;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;2.81;504684;6275276;1.0;11.28;11.28;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;3.01;504684;6275276;1.0;11.16;11.16;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;3.21;504684;6275276;1.0;11.07;11.07;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;3.41;504684;6275276;1.0;10.93;10.93;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;3.6;504684;6275276;1.0;10.76;10.76;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;3.81;504684;6275276;1.0;10.62;10.62;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;4.01;504684;6275276;1.0;10.53;10.53;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;4.22;504684;6275276;1.0;10.5;10.5;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;4.41;504684;6275276;1.0;10.25;10.25;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygen indhold;mg/l;Ketcher;4.61;504684;6275276;1.0;9.75;9.75;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygenmætning;pct;Ketcher;0.84;504684;6275276;1.0;135.0;135.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygenmætning;pct;Ketcher;1.01;504684;6275276;1.0;135.0;135.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygenmætning;pct;Ketcher;1.21;504684;6275276;1.0;135.0;135.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygenmætning;pct;Ketcher;1.41;504684;6275276;1.0;135.0;135.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygenmætning;pct;Ketcher;1.61;504684;6275276;1.0;135.0;135.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygenmætning;pct;Ketcher;1.8;504684;6275276;1.0;136.0;136.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygenmætning;pct;Ketcher;2.02;504684;6275276;1.0;135.0;135.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygenmætning;pct;Ketcher;2.2;504684;6275276;1.0;135.0;135.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygenmætning;pct;Ketcher;2.41;504684;6275276;1.0;133.0;133.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygenmætning;pct;Ketcher;2.6;504684;6275276;1.0;131.0;131.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygenmætning;pct;Ketcher;2.81;504684;6275276;1.0;130.0;130.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygenmætning;pct;Ketcher;3.01;504684;6275276;1.0;128.0;128.0;C, Faglig kontrol;Godkendt
93740007;VIB3727-00001;VIB3727-00001;504653;6275183;9.076333;56.6216700316802;2014-05-20 00:00:00;1;Oxygenmætning;pct;Ketcher;3.21;504684;6275276;1.0;127.0;127.0;C, Faglig kontrol;Godkendt
